inference,anwser,,,,,,,,
8,8,,,,,,,,
132.672958654741,191.796941811994,232.803227961114,234.784636779766,207.729250133024,221.00537632494,153.772370783487,218.441257101819,247.658635506706,207.422376227463
6,6,,,,,,,,
-2.59943717379538,91.4980526953941,129.131765707531,102.190745695204,130.480429020789,90.6598094510132,167.162715644346,115.107832087279,144.732326254978,140.182526047969
8,2,,,,,,,,
-2.95415440334839,24.4074955437584,48.1320820380699,55.0551003602157,11.7683322141588,55.3689268307758,38.1967148257156,47.9642703912853,60.4587624382134,22.0256691642451
8,8,,,,,,,,
26.8399631579328,48.7519307699261,139.492848726053,142.907861985894,79.8796391317256,140.684985987454,71.6170737727311,111.187477228785,153.158533829799,94.5965018567684
8,8,,,,,,,,
115.107043564825,216.744190199094,283.759737983238,286.161419472627,261.664342894082,267.821850473955,192.388525362626,259.043082543661,306.070857136326,260.406468105725
1,1,,,,,,,,
104.032791607974,153.653917855105,116.498457653118,131.584141220142,125.262787567549,119.97896235877,104.263725400398,140.075047554584,118.161772362782,109.363735833983
5,5,,,,,,,,
5.82190577090023,47.8896745889486,100.593465684428,101.533612053081,67.7520925826278,106.319639451515,-25.2332658485215,92.1315088760364,82.4542284607381,76.1574657143945
2,7,,,,,,,,
-44.8515878342323,21.6627739884723,66.5517932939816,50.8747732965906,25.2907792381705,65.1830070554782,-74.274159175093,65.5056137595737,17.9519033055971,39.3674986601113
5,3,,,,,,,,
16.0013064229844,21.724537706288,85.1257596444507,70.8437135450455,41.3227754952553,96.0082372270858,-111.424846618521,75.5898865992457,60.3528068130378,42.0905902718846
5,4,,,,,,,,
-217.975140548074,-32.0238385469926,54.818783954014,21.4649539812313,65.052672318946,68.6317067139882,-113.011039330907,62.9931723306921,1.88761923285973,44.2068481695446
6,6,,,,,,,,
-70.7729851680024,-0.327673351639524,64.5822467436313,48.3539187683124,60.1976974916683,46.2439729930613,95.1215228731932,46.9887781599094,80.0506173447317,72.9411129466064
5,4,,,,,,,,
-207.570454028886,-45.1401388759597,45.9664454560484,10.5444292712498,49.5121550408327,53.6256536201311,-123.780818274394,50.3375819812321,7.12846006819239,32.4151264500502
7,7,,,,,,,,
-157.997401563835,0.318446377258911,43.8992538165584,6.06884457389954,42.3145467049847,50.846321173393,-113.721704771676,55.9877981765977,-9.41837647317882,32.2672736441054
5,3,,,,,,,,
-20.1493239717582,26.4426140593439,79.0996713387595,80.7255875602269,42.2153435001945,82.5005234507134,-25.4737613984147,72.9616983984139,59.2202630200695,52.1834814039023
5,3,,,,,,,,
-63.7169762129901,16.3658542333075,82.0087043133523,95.5884322008518,48.9641314505711,95.809425169372,-27.0627929505823,74.9948462060342,62.8756983063354,50.8868338653397
5,7,,,,,,,,
-218.177118218285,-73.9392284954157,10.5036255100513,-20.7410434591489,5.53346875506117,18.5570116165097,-152.016050181315,9.26762876017103,-34.0795115779866,6.94170798668968
7,1,,,,,,,,
-300.520893795762,-60.3745265688746,32.1283660217576,-16.1116299034801,21.5989477954529,32.5299682412271,-175.257599527093,38.4921249668821,-50.5680175931698,15.0657487420321
3,2,,,,,,,,
-36.1088097711244,-47.51765789183,12.4118965120311,13.5210144250194,-70.9607800219761,10.723212541972,-69.5117470558766,-6.92679244782086,2.31814445816803,-38.3704979329347
6,6,,,,,,,,
-161.980926642016,-128.303878950448,-4.75465629144938,-24.9504902624672,-42.4600498938142,-26.0354447489218,6.88095426191405,-43.666684187951,-9.75139898042425,-15.5083679974202
4,4,,,,,,,,
-240.501655338427,-67.1785503894562,24.7973051409193,-20.9047199868436,48.2990858536536,39.3575232856629,-160.742757589844,31.2396779098964,-31.1260186117073,26.900258101035
6,6,,,,,,,,
-130.879977782308,-114.584990757937,5.59699108869287,-16.7737088829934,-41.3695655987712,-16.867976702223,17.1774663970712,-33.8896537203239,0.989909013324407,-12.7525511799091
5,5,,,,,,,,
-250.49317403362,-119.656542950501,-7.79566418929565,-20.4212526069099,-55.3172885980768,-0.367850372176706,-119.733636412957,-16.3881164914464,-29.6004870159758,-43.5426875046388
3,3,,,,,,,,
-158.960081425682,-70.0635465275748,-0.355581056682395,11.8757884777093,-63.3534930668406,8.83057826268591,-51.9007084065369,-8.39852152236622,-11.7020266373603,-44.0025127985533
9,4,,,,,,,,
-274.090785835896,-77.2897195035683,13.3389959015472,-20.0744285398135,14.7647647108412,9.72462561497912,-148.295016744378,12.8637090580254,-40.7299180174143,18.3752933913434
5,5,,,,,,,,
-194.911455268575,-109.662000396375,3.25555742857994,-12.176457279262,-35.0355625324237,14.2329073669649,-135.267917855506,-10.5517088846152,-21.8496912804355,-28.0554380645503
2,8,,,,,,,,
-139.090422868363,-84.2205392917413,28.7731001066635,15.4321941979159,-35.3869454444789,5.51823923489067,-36.5774194062479,-3.7264600849157,9.17350880441252,3.01808148353436
5,5,,,,,,,,
-208.68721360848,-115.238315462572,-0.21558509175037,-21.9523846689325,-32.165866696443,5.01736065999403,-137.664230324916,-16.72758641459,-28.7237361326578,-20.9461426517979
6,0,,,,,,,,
